id,named,lat,lng,own,dated
,문흥1동115,35.187499,126.919566,광주광역시 북구청,2020-06-30
,문흥1동116,35.187568,126.919214,광주광역시 북구청,2020-06-30
,문흥1동117,35.187627,126.918818,광주광역시 북구청,2020-06-30
,문흥1동118,35.187569,126.918358,광주광역시 북구청,2020-06-30
,문흥1동119,35.187575,126.918028,광주광역시 북구청,2020-06-30
,문흥1동120,35.187581,126.917699,광주광역시 북구청,2020-06-30
,문흥1동121,35.187339,126.917845,광주광역시 북구청,2020-06-30
,문흥1동122,35.187332,126.918097,광주광역시 북구청,2020-06-30
,문흥1동123,35.187308,126.918394,광주광역시 북구청,2020-06-30
,문흥1동124,35.187314,126.919042,광주광역시 북구청,2020-06-30
,문흥1동125,35.187262,126.919328,광주광역시 북구청,2020-06-30
,문흥1동126,35.187183,126.919571,광주광역시 북구청,2020-06-30
,문흥1동127,35.187095,126.919769,광주광역시 북구청,2020-06-30
,문흥1동128,35.186997,126.919968,광주광역시 북구청,2020-06-30
,문흥1동129,35.186864,126.920212,광주광역시 북구청,2020-06-30
,문흥1동130,35.187037,126.920396,광주광역시 북구청,2020-06-30
,문흥1동131,35.187102,126.920604,광주광역시 북구청,2020-06-30
,문흥1동132,35.187215,126.9202058,광주광역시 북구청,2020-06-30
,문흥1동133,35.187361,126.920348,광주광역시 북구청,2020-06-30
,문흥1동134,35.187561,126.920477,광주광역시 북구청,2020-06-30
,문흥1동135,35.1878176,126.920628,광주광역시 북구청,2020-06-30
,문흥1동136,35.188069,126.920887,광주광역시 북구청,2020-06-30
,문흥1동137,35.187846,126.921154,광주광역시 북구청,2020-06-30
,문흥1동138,35.187638,126.921014,광주광역시 북구청,2020-06-30
,문흥1동139,35.187483,126.920884,광주광역시 북구청,2020-06-30
,문흥1동140,35.187356,126.920787,광주광역시 북구청,2020-06-30
,문흥1동141,35.1872645,126.9208764,광주광역시 북구청,2020-06-30
,문흥1동142,35.190341,126.921288,광주광역시 북구청,2020-06-30
,문흥1동143,35.189801,126.921088,광주광역시 북구청,2020-06-30
,문흥1동144,35.188118,126.921559,광주광역시 북구청,2020-06-30
,문흥1동145,35.187349,126.920061,광주광역시 북구청,2020-06-30
,문흥1동146,35.188003,126.917561,광주광역시 북구청,2020-06-30
,문흥1동147,35.187996,126.917792,광주광역시 북구청,2020-06-30
,문흥1동148,35.187955,126.918232,광주광역시 북구청,2020-06-30
,문흥1동149,35.187786,126.918517,광주광역시 북구청,2020-06-30
,문흥1동150,35.187906,126.918803,광주광역시 북구청,2020-06-30
,문흥1동151,35.187874,126.919188,광주광역시 북구청,2020-06-30
,문흥1동152,35.187813,126.919474,광주광역시 북구청,2020-06-30
,문흥1동153,35.187752,126.919739,광주광역시 북구청,2020-06-30
,문흥1동154,35.1899139,126.9282049,광주광역시 북구청,2020-06-30
,문흥1동155,35.1904871,126.9235733,광주광역시 북구청,2020-06-30
,문흥1동157,35.1891528,126.926477,광주광역시 북구청,2020-06-30
,문흥2동001,35.179075,126.916022,광주광역시 북구청,2020-06-30
,문흥2동002,35.178858,126.915981,광주광역시 북구청,2020-06-30
,문흥2동003,35.178797,126.916168,광주광역시 북구청,2020-06-30
,문흥2동004,35.178701,126.916499,광주광역시 북구청,2020-06-30
,문흥2동005,35.179213,126.916294,광주광역시 북구청,2020-06-30
,문흥2동006,35.179143,126.916548,광주광역시 북구청,2020-06-30
,문흥2동007,35.178994,126.917066,광주광역시 북구청,2020-06-30
,문흥2동008,35.178866,126.916859,광주광역시 북구청,2020-06-30
,문흥2동009,35.178722,126.916828,광주광역시 북구청,2020-06-30
,문흥2동010,35.178527,126.917193,광주광역시 북구청,2020-06-30
,문흥2동011,35.178925,126.9174687,광주광역시 북구청,2020-06-30
,문흥2동012,35.178638,126.917576,광주광역시 북구청,2020-06-30
,문흥2동013,35.1782772,126.917689,광주광역시 북구청,2020-06-30
,문흥2동014,35.178496,126.916831,광주광역시 북구청,2020-06-30
,문흥2동015,35.178343,126.916833,광주광역시 북구청,2020-06-30
,문흥2동016,35.178403,126.916481,광주광역시 북구청,2020-06-30
,문흥2동017,35.1780766,126.9169013,광주광역시 북구청,2020-06-30
,문흥2동018,35.178817,126.916355,광주광역시 북구청,2020-06-30
,문흥2동019,35.1775311,126.9169162,광주광역시 북구청,2020-06-30
,문흥2동020,35.177633,126.917029,광주광역시 북구청,2020-06-30
,문흥2동021,35.177557,126.9176844,광주광역시 북구청,2020-06-30
,문흥2동022,35.177648,126.917753,광주광역시 북구청,2020-06-30
,문흥2동023,35.1771935,126.9174051,광주광역시 북구청,2020-06-30
,문흥2동024,35.1771661,126.9169517,광주광역시 북구청,2020-06-30
,문흥2동025,35.177262,126.916924,광주광역시 북구청,2020-06-30
,문흥2동026,35.178112,126.917165,광주광역시 북구청,2020-06-30
,문흥2동027,35.178079,126.917594,광주광역시 북구청,2020-06-30
,문흥2동028,35.178153,126.917769,광주광역시 북구청,2020-06-30
,문흥2동029(스마트),35.1771493,126.9166421,광주광역시 북구청,2020-06-30
,문흥2동030,35.176983,126.916961,광주광역시 북구청,2020-06-30
,문흥2동031,35.176877,126.917138,광주광역시 북구청,2020-06-30
,문흥2동032,35.176817,126.917512,광주광역시 북구청,2020-06-30
,문흥2동033,35.176596,126.916977,광주광역시 북구청,2020-06-30
,문흥2동034,35.176471,126.917154,광주광역시 북구청,2020-06-30
,문흥2동035,35.176583,126.916593,광주광역시 북구청,2020-06-30
,문흥2동036,35.176181,126.916917,광주광역시 북구청,2020-06-30
,문흥2동037,35.176332,126.9167066,광주광역시 북구청,2020-06-30
,문흥2동038,35.176356,126.916332,광주광역시 북구청,2020-06-30
,문흥2동039,35.1786723,126.9159058,광주광역시 북구청,2020-06-30
,문흥2동040,35.176027,126.915832,광주광역시 북구청,2020-06-30
,문흥2동041,35.1760217,126.916019,광주광역시 북구청,2020-06-30
,문흥2동042,35.175932,126.916338,광주광역시 북구청,2020-06-30
,문흥2동043,35.1758961,126.917468,광주광역시 북구청,2020-06-30
,문흥2동044,35.176018,126.917896,광주광역시 북구청,2020-06-30
,문흥2동045,35.1767006,126.9157855,광주광역시 북구청,2020-06-30
,문흥2동046,35.176589,126.916208,광주광역시 북구청,2020-06-30
,문흥2동047,35.176834,126.916381,광주광역시 북구청,2020-06-30
,문흥2동048,35.1770955,126.9157771,광주광역시 북구청,2020-06-30
,문흥2동049,35.1771195,126.9160823,광주광역시 북구청,2020-06-30
,문흥2동050,35.177141,126.916454,광주광역시 북구청,2020-06-30
,문흥2동051,35.177541,126.915735,광주광역시 북구청,2020-06-30
,문흥2동052,35.1776325,126.916162,광주광역시 북구청,2020-06-30
,문흥2동053,35.177618,126.916414,광주광역시 북구청,2020-06-30
,문흥2동054,35.1780122,126.9156992,광주광역시 북구청,2020-06-30
,문흥2동055,35.178023,126.916321,광주광역시 북구청,2020-06-30
,문흥2동056,35.1784667,126.915635,광주광역시 북구청,2020-06-30
,문흥2동057,35.1784101,126.9159489,광주광역시 북구청,2020-06-30
,문흥2동058,35.186388,126.917385,광주광역시 북구청,2020-06-30
,문흥2동059,35.186393,126.917846,광주광역시 북구청,2020-06-30
,문흥2동060,35.186361,126.918341,광주광역시 북구청,2020-06-30
,문흥2동061,35.186355,126.918714,광주광역시 북구청,2020-06-30
,문흥2동062,35.186227,126.918452,광주광역시 북구청,2020-06-30
,문흥2동063,35.185614,126.918493,광주광역시 북구청,2020-06-30
,문흥2동066,35.1855511,126.918944,광주광역시 북구청,2020-06-30
,문흥2동067,35.185889,126.918951,광주광역시 북구청,2020-06-30
,문흥2동068,35.1864008,126.917143,광주광역시 북구청,2020-06-30
,문흥2동069,35.186038,126.919575,광주광역시 북구청,2020-06-30
,문흥2동070,35.185895,126.919653,광주광역시 북구청,2020-06-30
,문흥2동071,35.176306,126.917804,광주광역시 북구청,2020-06-30
,문흥2동072,35.1769038,126.916289,광주광역시 북구청,2020-06-30
,문흥2동073,35.181011,126.922847,광주광역시 북구청,2020-06-30
,문흥2동074,35.1821557,126.9161121,광주광역시 북구청,2020-06-30
,문흥2동075,35.1765613,126.9158798,광주광역시 북구청,2020-06-30
,문흥동001,35.178782,126.924677,광주광역시 북구청,2020-06-30
,문흥동002,35.179127,126.924848,광주광역시 북구청,2020-06-30
,문흥동003,35.179221,126.924364,광주광역시 북구청,2020-06-30
,문흥동004,35.179291,126.924121,광주광역시 북구청,2020-06-30
,문흥동005,35.179343,126.9237981,광주광역시 북구청,2020-06-30
,문흥동006,35.179287,126.923671,광주광역시 북구청,2020-06-30
,문흥동007,35.179536,126.923196,광주광역시 북구청,2020-06-30
,문흥동008,35.179623,126.922898,광주광역시 북구청,2020-06-30
,문흥동009,35.179728,126.922535,광주광역시 북구청,2020-06-30
,문흥동010,35.180017,126.9227574,광주광역시 북구청,2020-06-30
,문흥동011,35.1802721,126.922736,광주광역시 북구청,2020-06-30
,문흥동012,35.180596,126.922885,광주광역시 북구청,2020-06-30
,문흥동013(스마트),35.1803139,126.9231564,광주광역시 북구청,2020-06-30
,문흥동014,35.180138,126.923089,광주광역시 북구청,2020-06-30
,문흥동015,35.180132,126.923318,광주광역시 북구청,2020-06-30
,문흥동016,35.180009,126.923771,광주광역시 북구청,2020-06-30
,문흥동017,35.179913,126.924102,광주광역시 북구청,2020-06-30
,문흥동018,35.179828,126.924641,광주광역시 북구청,2020-06-30
,문흥동019,35.179493,126.924514,광주광역시 북구청,2020-06-30
,문흥동020,35.179553,126.924195,광주광역시 북구청,2020-06-30
,문흥동021,35.179623,126.923941,광주광역시 북구청,2020-06-30
,문흥동022,35.179754,126.923489,광주광역시 북구청,2020-06-30
,문흥동023,35.179859,126.923049,광주광역시 북구청,2020-06-30
,문흥동024,35.179379,126.924911,광주광역시 북구청,2020-06-30
,문흥동025,35.179533,126.924985,광주광역시 북구청,2020-06-30
,문흥동026,35.178994,126.925146,광주광역시 북구청,2020-06-30
,문흥동027,35.179247,126.925264,광주광역시 북구청,2020-06-30
,문흥동028,35.179627,126.925412,광주광역시 북구청,2020-06-30
,문흥동029,35.179773,126.925542,광주광역시 북구청,2020-06-30
,문흥동030,35.179989,126.925561,광주광역시 북구청,2020-06-30
,문흥동031,35.179866,126.925903,광주광역시 북구청,2020-06-30
,문흥동032,35.179262,126.925922,광주광역시 북구청,2020-06-30
,문흥동033,35.179333,126.925746,광주광역시 북구청,2020-06-30
,문흥동034,35.179613,126.925841,광주광역시 북구청,2020-06-30
,문흥동035,35.178972,126.924729,광주광역시 북구청,2020-06-30
,문흥동036,35.1797634,126.9264749,광주광역시 북구청,2020-06-30
,문흥동037,35.179935,126.9268207,광주광역시 북구청,2020-06-30
,문흥동038,35.1796724,126.9266809,광주광역시 북구청,2020-06-30
,문흥동039,35.1795898,126.9269483,광주광역시 북구청,2020-06-30
,문흥동040,35.179943,126.927472,광주광역시 북구청,2020-06-30
,문흥동041,35.180075,126.927152,광주광역시 북구청,2020-06-30
,문흥동042,35.180261,126.926689,광주광역시 북구청,2020-06-30
,문흥동043,35.180469,126.926763,광주광역시 북구청,2020-06-30
,문흥동044,35.180632,126.926859,광주광역시 북구청,2020-06-30
,문흥동045,35.180687,126.927045,광주광역시 북구청,2020-06-30
,문흥동046,35.180703,126.926738,광주광역시 북구청,2020-06-30
,문흥동047,35.180825,126.926286,광주광역시 북구청,2020-06-30
,문흥동048,35.180917,126.925494,광주광역시 북구청,2020-06-30
,문흥동049,35.1806825,126.9253998,광주광역시 북구청,2020-06-30
,문흥동050,35.181546,126.925244,광주광역시 북구청,2020-06-30
,문흥동051,35.180546,126.927333,광주광역시 북구청,2020-06-30
,문흥동052,35.180467,126.927597,광주광역시 북구청,2020-06-30
,문흥동053,35.180379,126.927829,광주광역시 북구청,2020-06-30
,문흥동054,35.180949,126.928096,광주광역시 북구청,2020-06-30
,문흥동055,35.181243,126.927817,광주광역시 북구청,2020-06-30
,문흥동056,35.181024,126.927381,광주광역시 북구청,2020-06-30
,문흥동057,35.181486,126.927693,광주광역시 북구청,2020-06-30
,문흥동058,35.181683,126.927493,광주광역시 북구청,2020-06-30
,문흥동059,35.182018,126.927665,광주광역시 북구청,2020-06-30
,문흥동060,35.181849,126.927897,광주광역시 북구청,2020-06-30
,문흥동061,35.181831,126.926876,광주광역시 북구청,2020-06-30
,문흥동062,35.182055,126.926742,광주광역시 북구청,2020-06-30
,문흥동063,35.1824334,126.926628,광주광역시 북구청,2020-06-30
,문흥동064,35.182481,126.927022,광주광역시 북구청,2020-06-30
,문흥동065,35.182143,126.927509,광주광역시 북구청,2020-06-30
,문흥동066,35.182671,126.929138,광주광역시 북구청,2020-06-30
,문흥동067,35.182393,126.928285,광주광역시 북구청,2020-06-30
,문흥동068,35.182753,126.928281,광주광역시 북구청,2020-06-30
,문흥동069,35.182531,126.928602,광주광역시 북구청,2020-06-30
,문흥동070,35.1830934,126.9270632,광주광역시 북구청,2020-06-30
,문흥동071,35.1832252,126.9272874,광주광역시 북구청,2020-06-30
,문흥동072,35.1833123,126.9275779,광주광역시 북구청,2020-06-30
,문흥동073,35.182648,126.926503,광주광역시 북구청,2020-06-30
,문흥동075,35.182788,126.928699,광주광역시 북구청,2020-06-30
,문흥동076,35.182028,126.927488,광주광역시 북구청,2020-06-30
,문흥동077(스마트),35.180627,126.9232091,광주광역시 북구청,2020-06-30
,문흥동078,35.1805009,126.9236219,광주광역시 북구청,2020-06-30
,문흥동079,35.1804304,126.9239606,광주광역시 북구청,2020-06-30
,문흥동080,35.180219,126.923915,광주광역시 북구청,2020-06-30
,문흥동081,35.1802975,126.924447,광주광역시 북구청,2020-06-30
,문흥동082,35.1802046,126.9248211,광주광역시 북구청,2020-06-30
,문흥동083,35.1800997,126.9251348,광주광역시 북구청,2020-06-30
,문흥동084,35.178897,126.925457,광주광역시 북구청,2020-06-30
,문흥동085,35.178804,126.924106,광주광역시 북구청,2020-06-30
,문흥동086,35.182399,126.928922,광주광역시 북구청,2020-06-30
,문흥동087,35.180249,126.9252546,광주광역시 북구청,2020-06-30
,문흥동088,35.1800601,126.9253492,광주광역시 북구청,2020-06-30
,문흥동089,35.1797928,126.9250766,광주광역시 북구청,2020-06-30
,본촌동001,35.216444,126.883025,광주광역시 북구청,2020-06-30
,본촌동002,35.2164633,126.883433,광주광역시 북구청,2020-06-30
,본촌동003,35.215972,126.883658,광주광역시 북구청,2020-06-30
,본촌동004,35.216246,126.883951,광주광역시 북구청,2020-06-30
,본촌동005,35.2164759,126.8842191,광주광역시 북구청,2020-06-30
,본촌동006,35.216314,126.884587,광주광역시 북구청,2020-06-30
,본촌동007,35.216488,126.884859,광주광역시 북구청,2020-06-30
,본촌동008,35.216559,126.883727,광주광역시 북구청,2020-06-30
,본촌동009,35.216962,126.883501,광주광역시 북구청,2020-06-30
,본촌동010,35.216769,126.883098,광주광역시 북구청,2020-06-30
,본촌동011,35.216866,126.882855,광주광역시 북구청,2020-06-30
,본촌동012(스마트),35.216982,126.882721,광주광역시 북구청,2020-06-30
,본촌동013,35.217263,126.882893,광주광역시 북구청,2020-06-30
,본촌동014,35.217448,126.883418,광주광역시 북구청,2020-06-30
,본촌동015,35.217426,126.882979,광주광역시 북구청,2020-06-30
,본촌동018,35.217577,126.882713,광주광역시 북구청,2020-06-30
,본촌동019,35.217518,126.882143,광주광역시 북구청,2020-06-30
,본촌동020,35.217541,126.881769,광주광역시 북구청,2020-06-30
,본촌동021,35.217566,126.881516,광주광역시 북구청,2020-06-30
,본촌동022,35.217634,126.881076,광주광역시 북구청,2020-06-30
,본촌동023,35.217868,126.881051,광주광역시 북구청,2020-06-30
,본촌동024,35.217917,126.881456,광주광역시 북구청,2020-06-30
,본촌동027,35.218128,126.8804182,광주광역시 북구청,2020-06-30
,본촌동028,35.218395,126.880549,광주광역시 북구청,2020-06-30
,본촌동029,35.2189086,126.8797836,광주광역시 북구청,2020-06-30
,본촌동030,35.2187539,126.8795156,광주광역시 북구청,2020-06-30
,본촌동031,35.218473,126.879142,광주광역시 북구청,2020-06-30
,본촌동032,35.218935,126.879476,광주광역시 북구청,2020-06-30
,본촌동034,35.2193543,126.8796572,광주광역시 북구청,2020-06-30
,본촌동035,35.219994,126.8800607,광주광역시 북구청,2020-06-30
,본촌동036,35.220026,126.880439,광주광역시 북구청,2020-06-30
,본촌동037,35.220429,126.880159,광주광역시 북구청,2020-06-30
,본촌동038,35.220867,126.880779,광주광역시 북구청,2020-06-30
,본촌동039,35.220184,126.881887,광주광역시 북구청,2020-06-30
,본촌동040,35.220486,126.881476,광주광역시 북구청,2020-06-30
,본촌동041,35.221815,126.880887,광주광역시 북구청,2020-06-30
,본촌동042,35.222458,126.881196,광주광역시 북구청,2020-06-30
,본촌동043,35.222264,126.881704,광주광역시 북구청,2020-06-30
,본촌동044,35.222947,126.881453,광주광역시 북구청,2020-06-30
,본촌동045,35.223753,126.881904,광주광역시 북구청,2020-06-30
,본촌동046,35.227263,126.885195,광주광역시 북구청,2020-06-30
,본촌동047,35.227249,126.885689,광주광역시 북구청,2020-06-30
,본촌동048,35.2270718,126.886076,광주광역시 북구청,2020-06-30
,본촌동049,35.227021,126.886352,광주광역시 북구청,2020-06-30
,본촌동050,35.226878,126.886442,광주광역시 북구청,2020-06-30
,본촌동051,35.226709,126.886697,광주광역시 북구청,2020-06-30
,본촌동052,35.2282481,126.8846939,광주광역시 북구청,2020-06-30
,본촌동053,35.2160606,126.8832279,광주광역시 북구청,2020-06-30
,본촌동054,35.2166348,126.8844322,광주광역시 북구청,2020-06-30
,본촌동055,35.2133217,126.8813808,광주광역시 북구청,2020-06-30
,북동001,35.156794,126.906111,광주광역시 북구청,2020-06-30
,북동002,35.156979,126.907688,광주광역시 북구청,2020-06-30
,북동003,35.156686,126.908098,광주광역시 북구청,2020-06-30
,북동004,35.156568,126.908066,광주광역시 북구청,2020-06-30
,북동005,35.156276,126.907675,광주광역시 북구청,2020-06-30
,북동006,35.155975,126.907306,광주광역시 북구청,2020-06-30
,북동007,35.155814,126.9073385,광주광역시 북구청,2020-06-30
,북동008,35.155905,126.907515,광주광역시 북구청,2020-06-30
,북동009,35.155652,126.907475,광주광역시 북구청,2020-06-30
,북동010,35.1561195,126.907807,광주광역시 북구청,2020-06-30
,북동011,35.156161,126.9079077,광주광역시 북구청,2020-06-30
,북동012,35.156189,126.908039,광주광역시 북구청,2020-06-30
,북동013,35.155928,126.9080075,광주광역시 북구청,2020-06-30
,북동014,35.155706,126.907756,광주광역시 북구청,2020-06-30
,북동015,35.155629,126.907848,광주광역시 북구청,2020-06-30
,북동016,35.156064,126.908194,광주광역시 북구청,2020-06-30
,북동017,35.156274,126.908476,광주광역시 북구청,2020-06-30
,북동018,35.156374,126.908519,광주광역시 북구청,2020-06-30
,북동019,35.156689,126.908526,광주광역시 북구청,2020-06-30
,북동020,35.156565,126.908703,광주광역시 북구청,2020-06-30
,북동021,35.156449,126.908891,광주광역시 북구청,2020-06-30
,북동022,35.156667,126.908998,광주광역시 북구청,2020-06-30
,북동023,35.156241,126.908751,광주광역시 북구청,2020-06-30
,북동024,35.156068,126.9086147,광주광역시 북구청,2020-06-30
,북동025,35.156109,126.909093,광주광역시 북구청,2020-06-30
,북동026,35.156348,126.909606,광주광역시 북구청,2020-06-30
,북동027,35.155837,126.908998,광주광역시 북구청,2020-06-30
,북동028,35.155858,126.909327,광주광역시 북구청,2020-06-30
,북동029,35.155778,126.909449,광주광역시 북구청,2020-06-30
,북동030,35.1556567,126.9096612,광주광역시 북구청,2020-06-30
,북동031,35.155891,126.909974,광주광역시 북구청,2020-06-30
,북동033,35.156154,126.909381,광주광역시 북구청,2020-06-30
,북동034,35.156278,126.909903,광주광역시 북구청,2020-06-30
,북동035,35.156019,126.9103047,광주광역시 북구청,2020-06-30
,북동036,35.1560352,126.910365,광주광역시 북구청,2020-06-30
,북동037,35.155894,126.910292,광주광역시 북구청,2020-06-30
,북동039,35.156085,126.910509,광주광역시 북구청,2020-06-30
,북동040,35.155942,126.910665,광주광역시 북구청,2020-06-30
,북동041,35.155484,126.909782,광주광역시 북구청,2020-06-30
,북동042,35.155311,126.909621,광주광역시 북구청,2020-06-30
,북동043,35.155258,126.909731,광주광역시 북구청,2020-06-30
,북동044,35.155124,126.909897,광주광역시 북구청,2020-06-30
,북동045,35.155139,126.9097155,광주광역시 북구청,2020-06-30
,북동046,35.155002,126.909328,광주광역시 북구청,2020-06-30
,북동047,35.155876,126.908251,광주광역시 북구청,2020-06-30
,북동048,35.155733,126.908407,광주광역시 북구청,2020-06-30
,북동049,35.155528,126.908673,광주광역시 북구청,2020-06-30
,북동050,35.155323,126.908906,광주광역시 북구청,2020-06-30
,북동051,35.155486,126.908992,광주광역시 북구청,2020-06-30
,북동052,35.155073,126.909184,광주광역시 북구청,2020-06-30
,북동053,35.154823,126.9095362,광주광역시 북구청,2020-06-30
,북동054,35.154522,126.9099378,광주광역시 북구청,2020-06-30
,북동055,35.154293,126.909633,광주광역시 북구청,2020-06-30
,북동056,35.155423,126.909991,광주광역시 북구청,2020-06-30
,북동057,35.155398,126.910288,광주광역시 북구청,2020-06-30
,북동058,35.155588,126.9103364,광주광역시 북구청,2020-06-30
,북동059,35.155717,126.910602,광주광역시 북구청,2020-06-30
,북동060,35.155236,126.910268,광주광역시 북구청,2020-06-30
,북동061,35.155256,126.910564,광주광역시 북구청,2020-06-30
,북동062,35.155366,126.910717,광주광역시 북구청,2020-06-30
,북동063,35.155085,126.910501,광주광역시 북구청,2020-06-30
,북동064,35.1550896,126.9107885,광주광역시 북구청,2020-06-30
,북동065,35.154877,126.910438,광주광역시 북구청,2020-06-30
,북동066,35.154934,126.910755,광주광역시 북구청,2020-06-30
,북동067,35.155118,126.911192,광주광역시 북구청,2020-06-30
,북동068,35.155316,126.911156,광주광역시 북구청,2020-06-30
,북동069,35.155537,126.911691,광주광역시 북구청,2020-06-30
,북동070,35.157621,126.911894,광주광역시 북구청,2020-06-30
,북동071,35.157397,126.912094,광주광역시 북구청,2020-06-30
,북동072,35.157319,126.912414,광주광역시 북구청,2020-06-30
,북동073,35.157092,126.9123766,광주광역시 북구청,2020-06-30
,북동074(스마트),35.157124,126.912735,광주광역시 북구청,2020-06-30
,북동075,35.156861,126.9126197,광주광역시 북구청,2020-06-30
,북동076,35.156628,126.911688,광주광역시 북구청,2020-06-30
,북동077,35.156508,126.911426,광주광역시 북구청,2020-06-30
,북동078,35.156956,126.911145,광주광역시 북구청,2020-06-30
,북동079,35.157119,126.911242,광주광역시 북구청,2020-06-30
,북동080,35.157471,126.911292,광주광역시 북구청,2020-06-30
,북동081,35.157752,126.911376,광주광역시 북구청,2020-06-30
,북동082,35.1572403,126.911192,광주광역시 북구청,2020-06-30
,북동083,35.157442,126.911018,광주광역시 북구청,2020-06-30
,북동084,35.157367,126.9106333,광주광역시 북구청,2020-06-30
,북동085,35.157248,126.910494,광주광역시 북구청,2020-06-30
,북동086,35.157562,126.9103238,광주광역시 북구청,2020-06-30
,북동088,35.157809,126.9106373,광주광역시 북구청,2020-06-30
,북동089,35.157815,126.910421,광주광역시 북구청,2020-06-30
,북동090,35.157497,126.910085,광주광역시 북구청,2020-06-30
,북동091,35.157259,126.909758,광주광역시 북구청,2020-06-30
,북동092,35.157018,126.908971,광주광역시 북구청,2020-06-30
,북동093,35.157057,126.9091135,광주광역시 북구청,2020-06-30
,북동094,35.1577467,126.908128,광주광역시 북구청,2020-06-30
,북동095,35.157585,126.907921,광주광역시 북구청,2020-06-30
,북동096,35.157535,126.908317,광주광역시 북구청,2020-06-30
,북동097,35.157377,126.9087995,광주광역시 북구청,2020-06-30
,북동098,35.157208,126.909046,광주광역시 북구청,2020-06-30
,북동099,35.157303,126.9088533,광주광역시 북구청,2020-06-30
,북동100,35.157238,126.9094453,광주광역시 북구청,2020-06-30
,북동101,35.157207,126.909957,광주광역시 북구청,2020-06-30
,북동102,35.1570994,126.910134,광주광역시 북구청,2020-06-30
,북동103,35.156932,126.910399,광주광역시 북구청,2020-06-30
,북동104,35.156763,126.910676,광주광역시 북구청,2020-06-30
,북동105,35.156629,126.910853,광주광역시 북구청,2020-06-30
,북동106,35.156442,126.911141,광주광역시 북구청,2020-06-30
,북동107,35.157051,126.9078831,광주광역시 북구청,2020-06-30
,북동108,35.155154,126.910918,광주광역시 북구청,2020-06-30
,북동109,35.156787,126.909595,광주광역시 북구청,2020-06-30
,북동110,35.156953,126.910799,광주광역시 북구청,2020-06-30
,북동111,35.157318,126.909492,광주광역시 북구청,2020-06-30
,북동112,35.157559,126.908487,광주광역시 북구청,2020-06-30
,북동113,35.1557948,126.9078465,광주광역시 북구청,2020-06-30
,삼각동001,35.201065,126.906593,광주광역시 북구청,2020-06-30
,삼각동002,35.201275,126.906887,광주광역시 북구청,2020-06-30
,삼각동003,35.2013525,126.906414,광주광역시 북구청,2020-06-30
,삼각동004,35.201577,126.906334,광주광역시 북구청,2020-06-30
,삼각동005,35.201836,126.906133,광주광역시 북구청,2020-06-30
,삼각동006,35.201833,126.906726,광주광역시 북구청,2020-06-30
,삼각동007,35.201304,126.906096,광주광역시 북구청,2020-06-30
,삼각동008,35.200884,126.906497,광주광역시 북구청,2020-06-30
,삼각동009,35.2007999,126.906521,광주광역시 북구청,2020-06-30
,삼각동010,35.200293,126.905934,광주광역시 북구청,2020-06-30
,삼각동011,35.199827,126.906171,광주광역시 북구청,2020-06-30
,삼각동012,35.199865,126.906467,광주광역시 북구청,2020-06-30
,삼각동013,35.199805,126.906819,광주광역시 북구청,2020-06-30
,삼각동014,35.200356,126.906932,광주광역시 북구청,2020-06-30
,삼각동015,35.200095,126.9071081,광주광역시 북구청,2020-06-30
,삼각동016,35.200142,126.907188,광주광역시 북구청,2020-06-30
,삼각동017,35.200477,126.907304,광주광역시 북구청,2020-06-30
,삼각동018,35.200621,126.907313,광주광역시 북구청,2020-06-30
,삼각동019,35.199454,126.906889,광주광역시 북구청,2020-06-30
,삼각동020,35.199157,126.906872,광주광역시 북구청,2020-06-30
,삼각동021,35.198916,126.907182,광주광역시 북구청,2020-06-30
,삼각동022,35.199117,126.907487,광주광역시 북구청,2020-06-30
,삼각동023,35.198761,126.906987,광주광역시 북구청,2020-06-30
,삼각동024,35.199705,126.905711,광주광역시 북구청,2020-06-30
,삼각동025,35.199648,126.905393,광주광역시 북구청,2020-06-30
,삼각동026,35.199762,126.904879,광주광역시 북구청,2020-06-30
,삼각동027,35.199229,126.904861,광주광역시 북구청,2020-06-30
,삼각동028,35.198986,126.904952,광주광역시 북구청,2020-06-30
,삼각동029,35.199008,126.905336,광주광역시 북구청,2020-06-30
,삼각동030,35.198981,126.904392,광주광역시 북구청,2020-06-30
,삼각동031,35.198843,126.904075,광주광역시 북구청,2020-06-30
,삼각동032,35.198545,126.904025,광주광역시 북구청,2020-06-30
,삼각동033,35.198693,126.904363,광주광역시 북구청,2020-06-30
,삼각동034,35.198706,126.902913,광주광역시 북구청,2020-06-30
,삼각동035,35.198763,126.903187,광주광역시 북구청,2020-06-30
,삼각동036,35.1989937,126.903086,광주광역시 북구청,2020-06-30
,삼각동037,35.199229,126.902862,광주광역시 북구청,2020-06-30
,삼각동038,35.199097,126.903226,광주광역시 북구청,2020-06-30
,삼각동039,35.199418,126.902805,광주광역시 북구청,2020-06-30
,삼각동040,35.199625,126.902769,광주광역시 북구청,2020-06-30
,삼각동041,35.199777,126.902701,광주광역시 북구청,2020-06-30
,삼각동042,35.199958,126.902732,광주광역시 북구청,2020-06-30
,삼각동043,35.200172,126.902553,광주광역시 북구청,2020-06-30
,삼각동044,35.199737,126.902208,광주광역시 북구청,2020-06-30
,삼각동045,35.1995513,126.901794,광주광역시 북구청,2020-06-30
,삼각동046,35.199402,126.902058,광주광역시 북구청,2020-06-30
